Stone ID,Stone length [m],Stone width [m],stone height [m],Elongation [-],Flatness_index [-],Aspect ratio [-],Stone volume [m^3],Bounding box volume [m^3],Shape factor [-]
SB16_stone_53.ply,0.201215594993434,0.124517704014885,0.0476108468134834,0.618827303216473,0.382362068030037,0.236616087411301,0.000942385341905733,0.00119288519153665,0.790005063850085
SB16_stone_54.ply,0.220726191997528,0.138352394104004,0.13516491651535,0.626805513436998,0.976961167825853,0.612364646407093,0.00282404614579776,0.00412766582915116,0.68417509136841
SB16_stone_55.ply,0.20612919703126,0.144225090742111,0.126500725746155,0.699682979506486,0.877106230928644,0.613696300999858,0.00288494544060204,0.00376074034723263,0.767121676646713
SB16_stone_56.ply,0.177557772025466,0.150913327932358,0.139468904584646,0.849939297000828,0.924165588921071,0.785484650959931,0.00278962466214337,0.00373718565399162,0.746450650414924
SB16_stone_57.ply,0.22292225959198,0.12850157891084,0.0480704999471631,0.576441218324449,0.374084897279873,0.215637953944787,0.00098571737307032,0.00137702092371404,0.71583325721129
SB16_stone_58.ply,0.231743365526199,0.119085131213069,0.0576642453670502,0.513866409692777,0.484227080069941,0.248828031111557,0.00114071315367209,0.00159137108321,0.716811537992209
SB16_stone_59.ply,0.226331382989883,0.130512619391084,0.0850602090358734,0.576643935396787,0.651739344691173,0.375821540575641,0.00184241587308047,0.00251260216060596,0.733270034535088
SB16_stone_6.ply,0.222021326422691,0.137594165280461,0.115661260206252,0.619734002572821,0.840597128304804,0.520946622875555,0.00249641369379092,0.00353331722624615,0.70653539830703
SB16_stone_60.ply,0.113121196627617,0.0480840802192688,0.0393750667572021,0.425066933985472,0.818879483139688,0.348078591201795,0.000150729890879373,0.000214173930406832,0.703773286473549
SB16_stone_61.ply,0.112608075211006,0.0494086112032037,0.0378867379175422,0.438766146305417,0.76680434837006,0.336447788904568,0.000155662020197996,0.000210794558495623,0.73845369305977
SB16_stone_62.ply,0.110196307301521,0.0868164896965027,0.0371088981628418,0.787834836052661,0.427440665852408,0.336752646904072,0.000261964729962911,0.000355015506470555,0.737896585327431
SB16_stone_63.ply,0.10706082455591,0.0827877507180005,0.0360090564829722,0.773277723774363,0.434956333161287,0.336342043248203,0.000223039101417838,0.000319159965330564,0.698831700858312
SB16_stone_64.ply,0.107399188448656,0.0629101738257921,0.0338287080675368,0.585760234639645,0.537730322621802,0.314981039951799,0.000174182093040151,0.000228563720659672,0.762072355741466
SB16_stone_65.ply,0.105521067976952,0.0699827373027802,0.034151703119278,0.66321104064324,0.488001819241804,0.323648194375151,0.000184317739840161,0.000252198483046967,0.73084396707428
