Stone ID,Stone length [m],Stone width [m],stone height [m],Elongation [-],Flatness_index [-],Aspect ratio [-],Stone volume [m^3],Bounding box volume [m^3],Shape factor [-]
SS02_stone_0.ply,0.177378892898559,0.10510504245759,0.058860272169113,0.592545374142674,0.560013780431736,0.331833575050976,0.000480178496936431,0.00109735654399415,0.43757746701786
SS02_stone_1.ply,0.223371816020252,0.118916798642118,0.0807286658735329,0.532371544274574,0.678866794223812,0.36140936359766,0.00087247519092622,0.00214436820621657,0.406868180752213
SS02_stone_10.ply,0.118142854831123,0.0812763145440668,0.0584293780080217,0.687949471512651,0.718897975822245,0.494565482538427,0.000252124613091904,0.000561051498468371,0.449378735784836
SS02_stone_100.ply,0.134101588675574,0.0936356897409507,0.0543675725130481,0.698244447852733,0.580628739569918,0.405420793668426,0.000319425439063019,0.000682677012398913,0.467901267014345
SS02_stone_101.ply,0.179730271490764,0.164732611648145,0.0616265763602331,0.916554625338173,0.374100645547113,0.342883677018203,0.00071674236252231,0.00182460497802976,0.392820567274929
SS02_stone_102.ply,0.266938886381661,0.187581947419374,0.0886095497756231,0.702714954580182,0.472377811376061,0.331946952265815,0.00175678430542445,0.0044369385559536,0.395945150754262
SS02_stone_103.ply,0.204133494100775,0.125352069556728,0.0703735468694919,0.614069092918408,0.561407140052399,0.344742773249894,0.000670886873073599,0.00180075744156693,0.37255815668868
SS02_stone_104.ply,0.122839802177961,0.0609432241180172,0.0591697576784248,0.496119523456471,0.970899694506511,0.481682293762604,0.000154998193881397,0.000442959811120261,0.349914800372974
SS02_stone_105.ply,0.184500515460968,0.11172652244568,0.097423791885376,0.605562115458243,0.871984464859202,0.528040757186863,0.000867548025490617,0.00200825517206777,0.431990933003478
SS02_stone_106.ply,0.272783152962079,0.135574070318091,0.101423413941488,0.497003091451684,0.748103333502661,0.371809669476133,0.001456382480203,0.00375087338936478,0.388278229900381
SS02_stone_107.ply,0.133611414723202,0.132317420336866,0.0437444439494889,0.990315240737347,0.330602303446669,0.32740049972611,0.000292876716956237,0.000773363174342264,0.378705279321484
SS02_stone_108.ply,0.185571134090424,0.11813366413117,0.096718847751618,0.636595043244207,0.818723845255711,0.521195541675622,0.000862299258788634,0.00212028973336182,0.406689352507224
SS02_stone_109.ply,0.16522026062012,0.152599453926087,0.068829149007797,0.923612233471467,0.451044530219191,0.416590245950836,0.000632048465024357,0.00173535640250033,0.364218245954371
SS02_stone_11.ply,0.129802942276,0.126146674156189,0.0754963755607601,0.971832163002617,0.598480903803171,0.581622991258796,0.000506068245436267,0.00123619346718999,0.409376249646925
SS02_stone_110.ply,0.193919122219086,0.18971753120423,0.091935262084007,0.978333281592988,0.484590230014321,0.474090749957812,0.00128673502438471,0.00338228515642439,0.38043363136921
SS02_stone_111.ply,0.200234055519104,0.1078839302063,0.072943150997162,0.538789118197763,0.676126192822946,0.364289435221486,0.000696078921201607,0.0015757206372946,0.441752747743867
SS02_stone_112.ply,0.183979412383425,0.120592362777192,0.053603306694156,0.655466615611696,0.444500011938519,0.2913549184647,0.000544317328197336,0.00118927040944357,0.457690129910831
SS02_stone_113.ply,0.12399741795035,0.100408715565778,0.0495114904826657,0.809764567887883,0.493099530291577,0.399294528072277,0.000327831116917234,0.000616438924110525,0.531814433019898
SS02_stone_114.ply,0.168142900788927,0.0994606466183938,0.0810789206986224,0.591524507735527,0.815185939919558,0.48220246182384,0.00058834520187146,0.00135593157090215,0.433904788779286
SS02_stone_115.ply,0.193488001823425,0.10236287117004,0.083669930696487,0.529039889840069,0.817385539699241,0.432429555879352,0.000668721325611939,0.00165716559343468,0.403533194426232
SS02_stone_116.ply,0.19879734516143,0.107516586780548,0.088414430618286,0.540835123795244,0.822332937323881,0.444746535958468,0.00103248162352051,0.00188977110213936,0.546352742060489
SS02_stone_117.ply,0.186396829561835,0.136674756456223,0.050040189014012,0.733246143603977,0.366126052180234,0.268460515834105,0.000525359722299097,0.00127481090915225,0.412107959327444
SS02_stone_118.ply,0.102632843037687,0.0935766140925534,0.0584747231166281,0.91176090735586,0.624886075262274,0.569746694975173,0.000308734731600095,0.00056159322580436,0.54974796242939
SS02_stone_119.ply,0.17329347133637,0.127049446105957,0.077351093292237,0.733146177557657,0.608826686483367,0.446358957990375,0.000719931913921724,0.00170302660980519,0.422736738097168
SS02_stone_12.ply,0.126843834360009,0.0889339667411782,0.0358991590804687,0.701129599163372,0.40366083281706,0.283018557910978,0.000191907243450003,0.000404968553749775,0.473881840140556
SS02_stone_120.ply,0.15161561965942,0.130324244499207,0.104905664920807,0.859570041608901,0.804958933956799,0.691918584354703,0.000862758949974994,0.00207285107921534,0.416218491827972
SS02_stone_121.ply,0.186298689569332,0.108419031250576,0.0763559215846703,0.581963466845682,0.704266775896547,0.409857534484985,0.000726851275712982,0.00154226160121198,0.471289225603352
SS02_stone_122.ply,0.179575004660989,0.118761162582127,0.0822981928654875,0.661345730194076,0.692972273731119,0.458294254374956,0.000620754949344229,0.0017551353995643,0.353679237224848
