Stone ID,Stone length [m],Stone width [m],stone height [m],Elongation [-],Flatness_index [-],Aspect ratio [-],Stone volume [m^3],Bounding box volume [m^3],Shape factor [-]
SB17_stone_0.ply,0.175732190810748,0.0938668912091709,0.0928221654791527,0.534147390845762,0.988870136034545,0.528202403048146,0.000742441844231157,0.00153114194494147,0.484894197225807
SB17_stone_1.ply,0.175482377409935,0.0887134075164795,0.0804250240325928,0.505540264645725,0.906571241981128,0.458308265591343,0.00059395350817498,0.00125202779371613,0.474393229252581
SB17_stone_10.ply,0.189212918281555,0.161939508281648,0.0912803848518601,0.855858626104359,0.563669643192343,0.482421526399333,0.00137465123099981,0.0027969265575907,0.491486352142171
SB17_stone_100.ply,0.171630259603262,0.155889987945557,0.0966117978096008,0.908289647209704,0.619743442685631,0.562906552917459,0.00130808301580383,0.00258489107269863,0.506049569987562
SB17_stone_101.ply,0.174329135334119,0.171608805656433,0.0881235003471375,0.9843954387058,0.513513860842105,0.505500702325173,0.00138871489986522,0.00263633918171228,0.526758813698341
SB17_stone_102.ply,0.173802733421326,0.163404577411711,0.0973883271217346,0.940172655487485,0.595995097960792,0.560338293907321,0.00129190642656743,0.00276584428739498,0.467092971377726
SB17_stone_103.ply,0.171069145202637,0.167009953409433,0.092293381690979,0.976271631050736,0.552622043218688,0.539509223487699,0.00136564363676689,0.00263684498549564,0.517908198729472
SB17_stone_104.ply,0.164374521558656,0.162621807782611,0.0861294819299854,0.989337071466884,0.529630577253951,0.523983164259739,0.00126815717174485,0.00230231700520932,0.550817793064754
SB17_stone_105.ply,0.1709263920784,0.170506699942052,0.0902336835861206,0.997544603081806,0.52920902003726,0.52790960184038,0.00137611953741542,0.00262977905081069,0.523283329445947
SB17_stone_106.ply,0.161941027268767,0.155659016221762,0.086018979549408,0.961208032621779,0.552611609897752,0.531174718353772,0.00120070530733649,0.00216833039372028,0.553746472776412
SB17_stone_107.ply,0.168874186379194,0.104837039430183,0.0857932556376414,0.62079967150681,0.818348706754313,0.508030608331101,0.000876182637429685,0.00151890693935347,0.576850769937646
SB17_stone_108.ply,0.160727326879021,0.115061323479509,0.0943995469793096,0.715879033850386,0.820428134534028,0.587327300293895,0.00084137310745893,0.00174577792294457,0.481947386549487
SB17_stone_109.ply,0.161449670791626,0.160019874572754,0.0882697701454163,0.991144012794443,0.55161754364008,0.546732425731243,0.00119058939113365,0.00228046328796,0.522082244173595
SB17_stone_11.ply,0.187017198426448,0.14584039073836,0.0959253375425925,0.779823417126621,0.657741912627511,0.512922545892584,0.00122282458715238,0.00261633109092032,0.467381437844795
SB17_stone_110.ply,0.170295119285583,0.163137197494507,0.0851463675498962,0.957967545863291,0.521931042445199,0.499992999841096,0.00122529669183641,0.00236549112859357,0.517988284557603
SB17_stone_111.ply,0.165274456143379,0.161294162273407,0.0981361865997314,0.975917065692721,0.608429872578912,0.593777095927009,0.00129401990432743,0.00261609532079854,0.494637903305618
SB17_stone_112.ply,0.168107092380524,0.162362262606621,0.0885882973670959,0.965826368819116,0.545621229618683,0.526975370953233,0.00125757607096306,0.00241795094752689,0.520099910318412
SB17_stone_113.ply,0.183070510625839,0.168764904141426,0.0898563861846924,0.921857395625825,0.532435263373196,0.490829385232565,0.00138916006063262,0.0027761918711216,0.500383303864147
SB17_stone_114.ply,0.170752823352814,0.168114811182022,0.0916497111320496,0.98455069662104,0.545161431569632,0.536739067222805,0.00130067125918414,0.00263090381662553,0.494381912012433
SB17_stone_115.ply,0.177152737975121,0.170267134904861,0.086430549621582,0.961131828110802,0.507617337132477,0.487887179218875,0.00129064143441797,0.00260702965838248,0.495062045139428
SB17_stone_116.ply,0.17364955204539,0.0992727279663086,0.0902700405567884,0.571684330866341,0.909313588999231,0.519840330674696,0.000747413516787568,0.00155613496537573,0.480301216422512
SB17_stone_117.ply,0.149796843528748,0.130565168103203,0.0889319181442261,0.871614948803286,0.681130499322233,0.593683525295105,0.000954230720504327,0.00173935269308321,0.548612552416176
SB17_stone_118.ply,0.170470583951101,0.164057224988937,0.0938068032264709,0.962378500656729,0.571793185169361,0.550281468229025,0.00125958577269131,0.00262348838803042,0.48011867650649
SB17_stone_119.ply,0.164512991905212,0.160560730844736,0.0868380069732666,0.975975994268261,0.540842125695354,0.527848931367683,0.0012141269041703,0.0022937674439442,0.529315605806389
SB17_stone_12.ply,0.173023402690887,0.159790748730302,0.0873302211298218,0.923521016493785,0.54652864338986,0.504730688286372,0.00127777810122565,0.00241446570014066,0.529217748320556
SB17_stone_120.ply,0.182587206363678,0.160734110279009,0.0895074605941772,0.880314198788155,0.55686661928079,0.490217591784037,0.00119649560356137,0.00262686425206545,0.45548436795719
SB17_stone_121.ply,0.166486501693726,0.161083525046706,0.0930018424987793,0.967547058818265,0.577351671884591,0.558614912035744,0.00125867517420714,0.0024941450411541,0.50465195625701
SB17_stone_122.ply,0.183058500289917,0.16496068239212,0.0930196642875671,0.901136424317175,0.563889909635888,0.508141736877819,0.0013376150759749,0.00280895713811315,0.476196328461392
SB17_stone_123.ply,0.16814523935318,0.155396107584238,0.0869355797767639,0.924177860651987,0.559445028117177,0.517026709237723,0.00123805397955171,0.00227154982280783,0.54502611702409
SB17_stone_124.ply,0.173746734857559,0.163395587354898,0.0819737315177917,0.940423930779782,0.501688771678657,0.471800126690124,0.00126861242627884,0.00232718913527304,0.545126482008091
SB17_stone_125.ply,0.176123902201653,0.174201965332031,0.0922297835350037,0.989087586377568,0.529441693491876,0.523664206743531,0.00128523536404693,0.00282971396979123,0.454192677340371
SB17_stone_126.ply,0.170976430177689,0.165995478630066,0.0842741131782532,0.970867612907544,0.507689208608294,0.492899010060455,0.00120340605550775,0.00239181009867438,0.503136121122123
SB17_stone_127.ply,0.184011340141296,0.166451573371887,0.0846168994903564,0.904572366268701,0.508357462631517,0.459846112882944,0.00132489921686299,0.00259172907547596,0.511202821853468
SB17_stone_128.ply,0.172101318836212,0.157018899917603,0.0920445919036865,0.91236314154592,0.586200718206458,0.534827928839318,0.00127611122195998,0.00248733571187605,0.513043420663743
SB17_stone_129.ply,0.179431961991426,0.164249645606009,0.0887532014740042,0.91538677827007,0.540355512771695,0.494634291956553,0.00131427586156987,0.00261570206254114,0.502456254629039
SB17_stone_13.ply,0.17895781993866,0.154163954779506,0.0909790461196175,0.86145413948576,0.590144734219753,0.50838262418933,0.00123696233975357,0.0025100068253386,0.492812341092618
SB17_stone_130.ply,0.172498807311058,0.165290951728821,0.0797883868217468,0.958215041051039,0.482714788602882,0.462544570977054,0.00109238076357822,0.00227496574354358,0.480174598970744
SB17_stone_131.ply,0.176430493593216,0.173538863658905,0.0902580618858337,0.983610373267005,0.520102874842135,0.511578582860714,0.00135621130983211,0.00276348048557984,0.490762036102292
SB17_stone_132.ply,0.167703062295914,0.158313095569611,0.0847324728965759,0.944008376485491,0.535220870969066,0.505252985464658,0.00118812598191578,0.00224961249377018,0.528146952066652
SB17_stone_133.ply,0.185603968799114,0.0933570861816406,0.0827614665031433,0.502990786165162,0.886504387488252,0.445903538801581,0.000722092874650405,0.00143404481778218,0.503535779144726
SB17_stone_134.ply,0.155563488602638,0.146082990104333,0.089849054813385,0.939057046203675,0.615054872228551,0.577571611568122,0.00116774817923673,0.00204183590448165,0.571910885039108
SB17_stone_135.ply,0.182557228719816,0.166715502738953,0.0813831090927124,0.913223233656902,0.488155616938301,0.445795051028175,0.00125729105608633,0.00247690470460985,0.507605744276858
SB17_stone_136.ply,0.179256327450275,0.175935745239258,0.0932989120483398,0.981475788005649,0.530301059181926,0.520477649940811,0.00136869029842826,0.00294242335425815,0.465157502385763
SB17_stone_137.ply,0.179474651813507,0.16686999402009,0.0801505446434021,0.929769147531122,0.480317297990391,0.446584204696978,0.00109102991799579,0.00240042337759078,0.454515619278305
SB17_stone_138.ply,0.16193550825119,0.161192300962284,0.0901454091072083,0.995410473608091,0.559241406500553,0.55667475330597,0.00116110156674563,0.00235304372504315,0.493446659910384
SB17_stone_139.ply,0.16743803024292,0.164124130271375,0.0884373188018799,0.980208200211524,0.53884409718212,0.52817940269349,0.00134501859189991,0.00243031244803059,0.553434433086925
SB17_stone_14.ply,0.174297679554323,0.157259204935332,0.0948119255264961,0.902244971576451,0.602902231163414,0.543965506419413,0.00126553604378166,0.00259878677309466,0.486971865827473
SB17_stone_140.ply,0.174900949001312,0.158003570511937,0.0905454158782959,0.903388869037821,0.573059302298838,0.51769539499535,0.00136001622396533,0.00250222025238143,0.543523785594399
SB17_stone_141.ply,0.163157466799021,0.156030060490593,0.0806821584701538,0.956315782242396,0.517093681925592,0.494504848923274,0.00103569706814877,0.00205396358152099,0.504243150884795
SB17_stone_142.ply,0.163683906197548,0.0934485793113708,0.0664176940917969,0.570908780723922,0.71074054395726,0.405768017361696,0.000532793165523175,0.00101592694108793,0.524440433632583
SB17_stone_143.ply,0.174831852316856,0.0921580791473389,0.0690484046936035,0.527124079085522,0.749238757279343,0.394941789946055,0.000609239149030001,0.0011125194746872,0.547621109465342
SB17_stone_144.ply,0.176974162459373,0.140904071042314,0.0903981924057007,0.79618442084539,0.641558414437534,0.510798814637434,0.0011470427802266,0.00225420367351034,0.50884611435327
SB17_stone_145.ply,0.181940165771303,0.15474270220854,0.0931213223719809,0.850514242155029,0.601781673984763,0.511823884391935,0.00128480260528023,0.00262172959842264,0.490059160202195
SB17_stone_146.ply,0.17107155919075,0.167910695075989,0.0912280082702637,0.981523146631072,0.543312671232634,0.533273962672788,0.00119275411588725,0.00262050122072915,0.455162587390579
SB17_stone_147.ply,0.177842915058136,0.170782506465912,0.0888379812240601,0.96029974773009,0.520181973332216,0.499530617764668,0.0013205422167094,0.00269822792378854,0.489410922282374
SB17_stone_148.ply,0.17710540535181,0.16633577141372,0.0941656264817439,0.939190823020358,0.566117712873256,0.531692560679835,0.00141117955166017,0.00277402182134859,0.508712491300492
SB17_stone_149.ply,0.181103855371475,0.158087834715843,0.0935150980949402,0.872912585939034,0.59153886358827,0.516361719098274,0.00130961225119432,0.00267736684236787,0.489141880175113
